age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
38,blue-collar,married,secondary,no,0,no,no,cellular,20,nov,266,3,-1,0,,no
33,self-employed,single,tertiary,no,1354,yes,no,cellular,20,nov,130,2,-1,0,,no
59,retired,married,secondary,no,6888,no,no,telephone,20,nov,1025,2,-1,0,,yes
40,unemployed,divorced,secondary,no,452,no,no,cellular,20,nov,98,1,-1,0,,no
31,self-employed,single,tertiary,no,8460,no,no,cellular,20,nov,68,1,-1,0,,no
53,technician,divorced,tertiary,no,6503,yes,no,cellular,20,nov,143,1,-1,0,,no
37,self-employed,married,tertiary,no,1624,yes,no,cellular,20,nov,559,2,-1,0,,no
42,blue-collar,married,,no,2906,no,no,cellular,20,nov,350,1,-1,0,,no
31,blue-collar,married,secondary,no,10287,yes,no,cellular,20,nov,293,1,-1,0,,no
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,138,1,-1,0,,no
33,student,single,tertiary,no,3404,yes,no,cellular,20,nov,105,2,171,3,failure,no
53,unemployed,married,secondary,no,1561,no,no,cellular,20,nov,689,2,-1,0,,no
33,admin.,single,secondary,no,21854,yes,no,cellular,20,nov,215,2,-1,0,,no
49,admin.,divorced,secondary,no,502,yes,no,cellular,20,nov,104,5,-1,0,,no
34,management,married,secondary,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,no
44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,-1,0,,no
37,unemployed,married,secondary,no,2424,no,no,cellular,20,nov,633,2,156,2,other,no
32,admin.,single,secondary,no,781,no,no,cellular,20,nov,305,1,-1,0,,no
51,entrepreneur,married,tertiary,no,6659,yes,yes,cellular,20,nov,191,2,189,1,failure,no
59,management,married,secondary,no,1083,no,no,cellular,20,nov,125,2,-1,0,,no
41,management,married,tertiary,no,60,yes,no,cellular,20,nov,239,2,-1,0,,no
58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no
35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure,no
49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,-1,0,,no
35,admin.,single,secondary,no,0,yes,yes,telephone,20,nov,61,3,-1,0,,no
43,management,married,primary,no,0,yes,yes,cellular,20,nov,123,3,-1,0,,no
33,management,single,tertiary,no,4409,no,no,cellular,20,nov,92,2,-1,0,,no
30,technician,single,secondary,no,782,yes,yes,cellular,20,nov,462,4,-1,0,,no
59,retired,married,secondary,no,0,no,no,cellular,20,nov,363,2,100,6,other,no
39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,,no
33,self-employed,married,tertiary,no,631,no,no,cellular,20,nov,51,2,-1,0,,no
36,admin.,single,secondary,no,8785,yes,no,cellular,20,nov,425,2,-1,0,,no
37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,,no
54,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,,no
59,retired,married,secondary,no,644,no,no,telephone,20,nov,547,2,-1,0,,no
31,technician,single,tertiary,no,438,yes,no,cellular,20,nov,165,1,100,2,failure,no
39,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47,1,-1,0,,no
36,blue-collar,married,primary,no,21,no,no,telephone,20,nov,35,1,-1,0,,no
38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,,no
33,self-employed,single,tertiary,no,4996,no,no,cellular,20,nov,230,1,-1,0,,no
37,unemployed,married,secondary,no,459,no,no,cellular,20,nov,109,4,-1,0,,no
31,blue-collar,married,secondary,no,1515,yes,no,cellular,20,nov,361,1,-1,0,,no
35,technician,married,secondary,no,410,yes,no,cellular,20,nov,67,2,-1,0,,no
49,blue-collar,single,primary,no,3710,yes,no,telephone,20,nov,107,2,-1,0,,no
30,self-employed,single,tertiary,no,1259,no,no,cellular,20,nov,435,1,-1,0,,no
32,admin.,married,secondary,no,901,yes,no,cellular,20,nov,140,1,-1,0,,no
31,technician,married,secondary,no,40,yes,no,cellular,20,nov,294,2,-1,0,,no
34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,,no
59,management,divorced,tertiary,no,17056,yes,no,cellular,20,nov,470,2,-1,0,,no
58,technician,married,secondary,no,7429,no,no,cellular,20,nov,199,1,-1,0,,no
31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,427,1,-1,0,,no
33,management,married,tertiary,no,3713,yes,no,cellular,20,nov,175,1,-1,0,,no
48,management,married,,no,7861,no,no,cellular,20,nov,380,1,-1,0,,no
45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure,no
44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,nov,51,1,190,4,other,no
57,self-employed,married,tertiary,no,3012,no,no,telephone,20,nov,98,4,-1,0,,no
38,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,,no
35,,divorced,primary,no,3888,no,no,cellular,20,nov,207,5,178,5,failure,no
30,admin.,single,tertiary,no,732,no,no,cellular,20,nov,179,1,-1,0,,no
43,management,married,tertiary,no,28,yes,no,cellular,20,nov,73,1,-1,0,,no
52,housemaid,married,secondary,no,3923,yes,no,cellular,20,nov,20,8,190,3,success,no
39,management,divorced,tertiary,no,155,yes,no,cellular,20,nov,20,6,153,26,failure,no
39,entrepreneur,divorced,tertiary,no,966,yes,yes,cellular,20,nov,186,1,-1,0,,no
38,blue-collar,married,secondary,no,789,yes,no,cellular,20,nov,120,4,196,1,other,no
35,services,single,secondary,no,2467,no,no,cellular,20,nov,319,5,-1,0,,no
43,management,married,tertiary,no,14355,no,no,cellular,20,nov,52,2,-1,0,,no
43,management,divorced,tertiary,no,0,no,no,cellular,20,nov,154,2,-1,0,,no
32,management,single,secondary,no,3829,no,yes,cellular,20,nov,267,1,-1,0,,no
44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,nov,113,1,189,2,failure,no
34,management,single,tertiary,no,11350,yes,no,cellular,20,nov,159,1,-1,0,,no
40,management,divorced,tertiary,no,9541,no,no,cellular,20,nov,128,2,189,1,failure,no
37,technician,married,secondary,no,1016,yes,yes,cellular,20,nov,195,3,8,1,failure,no
51,entrepreneur,married,secondary,no,653,yes,no,cellular,20,nov,16,9,112,37,other,no
32,technician,married,secondary,no,5560,yes,yes,cellular,20,nov,330,3,-1,0,,no
38,management,married,tertiary,no,0,yes,no,telephone,20,nov,25,2,-1,0,,no
38,blue-collar,married,primary,no,3289,no,no,cellular,20,nov,340,2,164,2,failure,no
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,nov,158,2,174,3,failure,no
33,blue-collar,single,,no,129,yes,yes,cellular,20,nov,192,1,-1,0,,no
46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,-1,0,,yes
59,technician,married,secondary,no,4263,no,yes,cellular,20,nov,426,2,-1,0,,no
45,self-employed,married,tertiary,no,-497,yes,yes,cellular,20,nov,260,1,-1,0,,no
37,blue-collar,single,primary,no,315,no,no,cellular,20,nov,352,1,-1,0,,no
52,self-employed,married,secondary,no,3720,no,no,cellular,20,nov,114,2,-1,0,,no
37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,,no
52,services,divorced,secondary,no,1527,no,yes,cellular,20,nov,276,1,122,1,other,no
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,,no
32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,,yes
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,nov,653,1,-1,0,,yes
31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,1,-1,0,,no
47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,9,6,177,16,other,no
31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,,no
50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
30,services,single,secondary,no,370,no,no,cellular,20,nov,142,1,-1,0,,no
43,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,55,1,-1,0,,no
44,blue-collar,married,secondary,no,1397,no,no,cellular,20,nov,326,1,-1,0,,no
37,self-employed,single,secondary,no,4894,no,no,cellular,20,nov,240,1,-1,0,,no
40,admin.,married,secondary,no,2574,yes,no,cellular,20,nov,517,1,-1,0,,no
52,housemaid,married,primary,no,1466,no,yes,cellular,20,nov,150,1,-1,0,,no
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,,no
56,blue-collar,divorced,primary,no,285,no,yes,cellular,20,nov,73,1,-1,0,,no
49,unemployed,married,tertiary,no,-471,yes,no,cellular,20,nov,77,3,185,7,failure,no
31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,0,,no
43,self-employed,married,primary,no,5039,no,no,cellular,20,nov,227,1,-1,0,,no
44,self-employed,married,secondary,no,0,yes,no,cellular,20,nov,40,3,-1,0,,no
49,technician,married,tertiary,no,8422,yes,no,cellular,20,nov,166,3,-1,0,,no
32,admin.,married,tertiary,no,233,yes,no,cellular,20,nov,102,4,-1,0,,no
47,blue-collar,married,secondary,no,3070,no,no,cellular,20,nov,144,2,-1,0,,no
31,admin.,married,secondary,no,3052,yes,yes,cellular,20,nov,115,2,177,2,failure,no
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,,no
54,management,divorced,tertiary,no,6410,no,no,cellular,20,nov,101,2,-1,0,,no
37,blue-collar,married,primary,no,2814,yes,no,cellular,20,nov,619,3,-1,0,,no
49,services,single,,no,5095,yes,no,cellular,20,nov,127,2,157,1,failure,no
42,blue-collar,married,secondary,no,3396,yes,yes,telephone,20,nov,93,4,-1,0,,no
58,self-employed,married,tertiary,no,6237,yes,no,cellular,20,nov,88,2,-1,0,,no
54,management,married,tertiary,no,1502,no,no,cellular,20,nov,43,3,-1,0,,no
30,technician,single,tertiary,no,2784,no,no,cellular,20,nov,808,3,-1,0,,no
53,entrepreneur,married,secondary,no,111,yes,no,cellular,20,nov,600,3,189,2,failure,no
31,admin.,single,secondary,no,6981,yes,no,cellular,20,nov,627,3,-1,0,,no
35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,,no
36,blue-collar,single,tertiary,no,3649,yes,no,cellular,20,nov,399,2,156,2,failure,no
40,blue-collar,married,secondary,no,3765,yes,no,cellular,20,nov,87,2,-1,0,,no
31,services,married,primary,no,-212,no,yes,cellular,20,nov,911,4,-1,0,,no
43,management,married,tertiary,no,5670,yes,no,cellular,20,nov,43,4,189,2,failure,no
37,management,married,tertiary,no,9895,yes,no,cellular,20,nov,352,3,-1,0,,no
34,technician,divorced,secondary,no,558,no,no,cellular,20,nov,108,2,-1,0,,no
33,technician,married,tertiary,no,145,yes,no,cellular,20,nov,262,3,-1,0,,no
53,blue-collar,single,primary,no,7724,no,no,cellular,20,nov,196,2,-1,0,,no
34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no
30,management,married,secondary,no,3817,yes,no,cellular,20,nov,104,5,-1,0,,no
34,management,married,tertiary,no,1518,yes,no,cellular,20,nov,128,2,-1,0,,no
43,services,married,secondary,no,14679,yes,no,cellular,20,nov,165,3,-1,0,,no
43,blue-collar,married,secondary,no,3311,yes,no,telephone,20,nov,105,2,184,3,other,no
47,management,married,tertiary,no,437,yes,no,cellular,20,nov,133,4,-1,0,,no
33,admin.,single,secondary,no,2548,yes,no,cellular,20,nov,179,2,-1,0,,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,cellular,20,nov,206,2,162,3,failure,no
30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240,2,-1,0,,no
31,blue-collar,married,primary,no,389,yes,no,cellular,20,nov,198,2,-1,0,,no
34,management,single,secondary,no,1995,yes,no,cellular,20,nov,129,2,-1,0,,no
32,blue-collar,single,secondary,no,6982,yes,no,cellular,20,nov,224,2,183,1,failure,no
30,blue-collar,divorced,primary,no,511,yes,no,cellular,20,nov,157,3,-1,0,,no
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,,no
38,technician,married,secondary,no,7696,yes,no,cellular,20,nov,386,2,-1,0,,no
35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,181,5,other,no
41,blue-collar,married,primary,no,-52,yes,yes,cellular,20,nov,642,2,-1,0,,no
58,blue-collar,divorced,primary,no,2716,no,no,cellular,20,nov,163,2,-1,0,,no
33,blue-collar,married,secondary,no,3514,yes,no,cellular,20,nov,214,2,184,2,failure,no
34,management,married,tertiary,no,16649,yes,no,cellular,20,nov,155,2,-1,0,,no
31,self-employed,single,secondary,no,148,yes,yes,cellular,20,nov,1145,4,-1,0,,no
35,technician,married,secondary,no,1546,yes,no,cellular,20,nov,148,4,-1,0,,no
43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,-1,0,,no
32,technician,married,tertiary,no,1352,no,no,cellular,20,nov,221,3,-1,0,,no
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,,no
47,management,divorced,tertiary,no,140,no,yes,cellular,20,nov,148,2,-1,0,,no
30,management,single,tertiary,no,19796,no,no,cellular,20,nov,41,1,-1,0,,no
41,blue-collar,married,primary,no,2585,no,no,telephone,20,nov,159,2,-1,0,,no
31,blue-collar,single,primary,no,2369,yes,yes,cellular,20,nov,470,2,-1,0,,no
42,technician,married,secondary,no,8899,yes,no,cellular,20,nov,75,2,-1,0,,no
33,blue-collar,married,secondary,no,2994,yes,no,cellular,20,nov,155,1,-1,0,,no
52,admin.,divorced,secondary,no,361,no,yes,cellular,20,nov,147,1,-1,0,,no
32,management,single,tertiary,no,3097,yes,no,cellular,20,nov,167,1,-1,0,,no
32,blue-collar,single,secondary,no,2696,yes,no,cellular,20,nov,564,2,183,1,failure,no
33,management,single,tertiary,no,2360,yes,no,cellular,20,nov,268,1,-1,0,,no
56,retired,married,primary,no,1448,yes,yes,telephone,20,nov,16,1,-1,0,,no
31,admin.,married,secondary,no,11839,yes,yes,cellular,20,nov,533,2,-1,0,,no
45,unemployed,married,tertiary,no,3559,yes,yes,cellular,20,nov,264,1,-1,0,,no
37,unemployed,married,primary,no,3051,yes,no,cellular,20,nov,303,4,-1,0,,no
31,technician,single,tertiary,no,1887,no,yes,cellular,20,nov,225,2,183,1,failure,no
34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,90,3,-1,0,,no
54,blue-collar,divorced,primary,no,10374,yes,no,cellular,20,nov,283,2,189,2,other,no
57,admin.,divorced,,no,4012,no,no,cellular,20,nov,915,1,-1,0,,no
52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,,no
33,services,married,secondary,no,2975,yes,no,cellular,20,nov,207,1,-1,0,,no
32,blue-collar,single,secondary,no,3658,yes,yes,cellular,20,nov,56,4,-1,0,,no
47,unemployed,married,secondary,no,3533,yes,no,cellular,20,nov,319,1,100,2,failure,no
34,blue-collar,married,primary,no,1524,yes,no,cellular,20,nov,57,3,-1,0,,no
45,blue-collar,married,primary,no,5461,yes,no,cellular,20,nov,841,2,-1,0,,yes
32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,,no
52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,-1,0,,yes
55,entrepreneur,married,tertiary,no,3459,yes,yes,cellular,20,nov,88,2,112,3,other,no
31,blue-collar,single,secondary,no,297,yes,no,cellular,20,nov,279,2,-1,0,,no
59,blue-collar,single,secondary,no,12270,no,no,cellular,20,nov,180,2,-1,0,,no
37,blue-collar,married,primary,no,3370,yes,no,cellular,20,nov,156,4,-1,0,,no
30,management,single,secondary,no,186,yes,no,cellular,20,nov,235,3,-1,0,,no
31,technician,single,tertiary,no,13711,yes,no,cellular,20,nov,1532,3,-1,0,,yes
38,technician,married,tertiary,no,-3,no,no,cellular,20,nov,251,2,101,3,failure,no
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,,no
59,technician,married,secondary,no,2034,no,no,cellular,20,nov,218,2,-1,0,,no
41,blue-collar,married,primary,no,3803,yes,no,cellular,20,nov,611,3,-1,0,,no
53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,,no
36,blue-collar,married,secondary,no,655,no,no,cellular,20,nov,986,6,-1,0,,no
30,unemployed,married,primary,no,1379,no,yes,cellular,20,nov,172,2,-1,0,,no
35,services,married,secondary,no,142,yes,no,cellular,20,nov,315,2,196,4,failure,no
30,entrepreneur,married,secondary,no,392,yes,no,cellular,20,nov,117,3,-1,0,,no
38,management,married,secondary,no,96,yes,no,cellular,20,nov,151,3,-1,0,,no
54,self-employed,married,secondary,no,641,yes,no,cellular,20,nov,399,2,-1,0,,no
40,management,single,primary,no,1527,no,yes,cellular,20,nov,317,2,-1,0,,no
59,management,married,tertiary,no,5314,no,no,cellular,20,nov,116,2,-1,0,,no
32,blue-collar,married,secondary,no,5075,yes,no,telephone,20,nov,90,2,-1,0,,no
36,self-employed,married,tertiary,no,943,no,no,cellular,20,nov,115,3,-1,0,,no
31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,,no
39,management,single,tertiary,no,889,no,no,cellular,20,nov,78,2,185,4,failure,no
36,admin.,married,tertiary,no,75,no,yes,cellular,20,nov,97,2,-1,0,,no
54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,,no
46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,20,nov,68,2,-1,0,,no
44,management,divorced,tertiary,no,6285,yes,no,cellular,20,nov,136,3,125,2,other,no
32,technician,married,primary,no,3774,yes,no,cellular,20,nov,591,3,-1,0,,no
35,admin.,single,secondary,no,1070,no,no,cellular,20,nov,251,2,-1,0,,no
36,services,divorced,secondary,no,54,yes,no,cellular,20,nov,355,6,-1,0,,no
57,unemployed,married,primary,no,0,yes,no,cellular,20,nov,231,2,-1,0,,no
31,management,single,tertiary,no,-208,yes,yes,cellular,20,nov,251,4,-1,0,,no
37,blue-collar,single,secondary,no,3572,yes,yes,cellular,20,nov,341,2,-1,0,,no
46,admin.,divorced,secondary,no,778,yes,no,cellular,20,nov,106,3,-1,0,,no
32,management,married,tertiary,no,6059,yes,no,cellular,20,nov,110,2,-1,0,,no
58,technician,married,secondary,no,5618,yes,no,cellular,20,nov,361,2,189,1,failure,no
36,management,divorced,tertiary,no,0,yes,no,cellular,20,nov,378,8,-1,0,,no
38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,,no
56,blue-collar,divorced,primary,no,12,no,no,cellular,20,nov,282,2,135,1,failure,no
34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,,no
35,entrepreneur,married,primary,no,-394,yes,no,cellular,20,nov,217,3,-1,0,,no
53,blue-collar,divorced,primary,no,1480,yes,no,cellular,20,nov,95,2,-1,0,,no
51,blue-collar,married,primary,no,4712,no,no,telephone,20,nov,172,2,-1,0,,no
38,unemployed,married,secondary,no,1906,no,yes,cellular,20,nov,210,2,-1,0,,no
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,-1,0,,yes
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,,no
50,management,married,tertiary,no,719,no,yes,cellular,20,nov,117,6,-1,0,,no
40,services,married,secondary,no,5248,yes,yes,cellular,20,nov,194,4,188,8,other,no
44,management,married,tertiary,yes,53,yes,no,cellular,20,nov,233,4,-1,0,,no
31,unemployed,married,secondary,no,314,yes,no,cellular,20,nov,1341,3,178,7,failure,yes
35,management,married,tertiary,no,0,yes,no,cellular,20,nov,197,4,30,1,failure,no
51,blue-collar,married,primary,no,5206,yes,no,cellular,20,nov,168,3,-1,0,,no
47,self-employed,married,secondary,no,2830,yes,no,telephone,20,nov,713,6,-1,0,,no
41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,,yes
51,unemployed,married,secondary,no,7464,no,no,cellular,20,nov,176,2,-1,0,,no
35,services,single,secondary,no,7242,no,no,telephone,20,nov,215,3,-1,0,,no
34,admin.,single,secondary,no,4436,yes,no,cellular,20,nov,292,2,178,6,failure,no
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,20,nov,90,4,114,4,failure,no
32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,232,2,183,2,failure,no
53,technician,married,secondary,no,3398,no,yes,telephone,20,nov,88,6,113,13,other,no
31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,,no
39,technician,single,secondary,no,18508,no,no,cellular,20,nov,1598,4,-1,0,,yes
53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,3,-1,0,,yes
51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,4,174,1,failure,no
47,management,married,tertiary,no,7741,yes,no,cellular,20,nov,693,3,-1,0,,no
59,retired,married,secondary,no,1896,no,no,telephone,20,nov,134,9,-1,0,,no
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,,yes
56,services,married,secondary,no,4763,yes,no,telephone,20,nov,233,4,115,6,failure,no
48,admin.,married,secondary,no,387,no,yes,telephone,20,nov,761,3,-1,0,,no
56,technician,single,secondary,no,1437,yes,no,cellular,20,nov,367,8,-1,0,,no
33,admin.,single,tertiary,no,3379,no,no,cellular,20,nov,290,3,-1,0,,no
30,management,single,tertiary,no,212,yes,no,cellular,20,nov,370,2,-1,0,,no
33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,,no
42,admin.,divorced,secondary,yes,723,no,no,cellular,20,nov,298,2,112,2,other,no
45,blue-collar,single,,no,816,no,no,cellular,20,nov,279,3,-1,0,,no
33,management,married,tertiary,no,1782,yes,no,cellular,20,nov,437,4,-1,0,,no
36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,183,2,failure,no
46,blue-collar,married,primary,no,6150,yes,no,cellular,20,nov,157,2,-1,0,,no
31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,,no
36,self-employed,married,secondary,no,328,no,no,cellular,20,nov,537,2,-1,0,,no
41,management,married,tertiary,no,5883,no,no,cellular,20,nov,182,2,-1,0,,no
51,admin.,married,secondary,no,0,no,no,telephone,20,nov,96,5,-1,0,,no
52,management,married,tertiary,no,7900,yes,no,cellular,20,nov,90,2,-1,0,,no
41,technician,single,secondary,no,769,no,yes,cellular,20,nov,222,4,98,4,other,no
35,housemaid,married,tertiary,no,3831,no,no,cellular,20,nov,59,2,-1,0,,no
37,technician,divorced,secondary,no,1559,yes,no,cellular,20,nov,178,2,170,8,other,no
30,blue-collar,single,secondary,no,1472,yes,no,cellular,20,nov,769,4,-1,0,,no
38,management,married,tertiary,no,1021,no,no,cellular,20,nov,87,3,-1,0,,no
44,technician,married,tertiary,no,4580,yes,no,cellular,20,nov,192,2,189,2,success,no
46,blue-collar,married,primary,no,676,yes,no,cellular,20,nov,825,6,174,4,failure,no
34,self-employed,divorced,tertiary,no,681,no,no,cellular,20,nov,382,6,-1,0,,no
53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
30,blue-collar,single,primary,no,0,yes,no,cellular,20,nov,1329,2,-1,0,,no
32,management,single,tertiary,no,3552,no,no,cellular,20,nov,310,3,-1,0,,no
45,entrepreneur,married,tertiary,no,1752,yes,yes,cellular,20,nov,56,2,-1,0,,no
33,services,married,secondary,no,2918,no,yes,cellular,20,nov,1059,2,-1,0,,yes
57,technician,single,secondary,no,3499,yes,no,cellular,20,nov,104,4,175,3,failure,no
44,self-employed,married,primary,no,0,no,no,cellular,20,nov,843,3,-1,0,,no
31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185,2,-1,0,,no
47,management,married,tertiary,no,2475,yes,no,cellular,20,nov,1476,4,-1,0,,no
32,entrepreneur,divorced,primary,no,1,yes,yes,cellular,20,nov,476,3,-1,0,,no
35,services,divorced,primary,no,55,no,no,cellular,20,nov,165,4,-1,0,,no
30,blue-collar,married,secondary,no,321,yes,no,cellular,20,nov,738,2,-1,0,,no
36,blue-collar,married,secondary,no,2848,yes,no,cellular,20,nov,265,3,-1,0,,no
32,technician,single,tertiary,no,502,yes,no,telephone,20,nov,442,4,-1,0,,no
36,unemployed,single,primary,no,0,no,no,telephone,20,nov,47,3,-1,0,,no
32,admin.,married,tertiary,no,1019,yes,no,cellular,20,nov,489,2,-1,0,,no
32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,,no
34,management,married,tertiary,no,19391,no,no,cellular,20,nov,391,2,-1,0,,no
40,unemployed,married,secondary,no,3430,yes,no,cellular,20,nov,1855,3,-1,0,,no
43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,-1,0,,yes
37,management,single,tertiary,no,1093,yes,no,cellular,21,nov,21,6,113,2,other,no
35,management,married,tertiary,no,656,yes,yes,cellular,21,nov,83,4,-1,0,,no
30,admin.,married,secondary,no,111,no,yes,cellular,21,nov,86,3,133,1,failure,no
39,management,single,secondary,no,-490,no,yes,cellular,21,nov,141,2,-1,0,,no
46,services,divorced,secondary,no,1263,yes,no,telephone,21,nov,220,2,-1,0,,no
42,management,married,tertiary,no,4014,yes,no,cellular,21,nov,149,4,186,1,other,no
30,admin.,married,secondary,no,35,yes,yes,cellular,21,nov,91,2,-1,0,,no
48,services,married,secondary,no,485,yes,no,cellular,21,nov,254,5,-1,0,,no
37,self-employed,married,secondary,no,415,yes,no,cellular,21,nov,249,4,-1,0,,no
32,blue-collar,single,secondary,no,1475,yes,no,cellular,21,nov,209,5,-1,0,,no
55,technician,married,secondary,no,6958,yes,yes,cellular,21,nov,325,5,192,2,failure,no
38,blue-collar,single,secondary,no,5133,yes,no,cellular,21,nov,87,2,168,2,other,no
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,45,3,-1,0,,no
36,management,married,tertiary,no,14462,yes,no,cellular,21,nov,10,5,-1,0,,no
41,management,married,tertiary,no,1735,yes,no,cellular,21,nov,358,3,-1,0,,no
53,management,single,secondary,no,5558,yes,no,cellular,21,nov,81,6,189,3,failure,no
53,admin.,married,secondary,no,1203,no,no,cellular,21,nov,6,7,-1,0,,no
41,technician,married,secondary,no,190,no,no,cellular,21,nov,12,7,-1,0,,no
44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,no
35,management,single,secondary,no,356,yes,no,cellular,21,nov,20,5,114,7,failure,no
48,management,divorced,tertiary,no,-547,no,no,cellular,21,nov,275,2,-1,0,,no
45,housemaid,married,tertiary,no,460,no,no,cellular,21,nov,312,3,157,1,failure,no
37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,,no
45,services,married,secondary,no,507,no,yes,cellular,21,nov,304,2,-1,0,,no
31,management,single,tertiary,no,5691,yes,no,cellular,21,nov,37,2,123,1,failure,no
34,blue-collar,married,primary,no,12,no,no,telephone,21,nov,61,3,-1,0,,no
40,services,married,secondary,no,87,yes,yes,cellular,21,nov,116,2,113,4,failure,no
53,management,married,tertiary,no,0,yes,yes,cellular,21,nov,266,6,-1,0,,no
52,management,married,tertiary,no,4173,no,yes,cellular,21,nov,159,2,-1,0,,no
36,management,married,tertiary,no,6138,yes,yes,cellular,21,nov,358,4,-1,0,,no
37,entrepreneur,married,secondary,no,680,yes,yes,cellular,21,nov,21,11,185,1,other,no
