age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
46,management,married,tertiary,no,1217,yes,no,cellular,5,may,more than once,6 months,less than 5,other,spring
79,retired,married,primary,no,1058,no,no,telephone,17,may,more than once,never,never,unknown,spring
50,services,married,secondary,no,2420,yes,no,cellular,20,apr,more than once,plus 6 months,more than 5,failure,spring
51,technician,married,secondary,no,-1042,yes,no,unknown,27,may,more than once,never,never,unknown,spring
35,admin.,married,secondary,no,561,yes,no,cellular,5,may,more than once,never,never,unknown,spring
35,blue-collar,married,secondary,no,463,yes,no,unknown,21,may,once,never,never,unknown,spring
38,self-employed,married,secondary,no,138,no,no,unknown,9,may,more than once,never,never,unknown,spring
52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,more than once,never,never,unknown,spring
58,services,single,secondary,no,1430,yes,no,cellular,20,apr,more than once,plus 6 months,less than 5,failure,spring
47,services,divorced,primary,no,91,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
41,management,married,secondary,no,611,yes,no,cellular,6,feb,once,plus 6 months,less than 5,other,winter
26,admin.,single,secondary,no,827,yes,no,cellular,17,feb,once,never,never,unknown,winter
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,more than once,never,never,unknown,spring
35,self-employed,married,primary,no,712,yes,no,cellular,15,may,once,plus 6 months,less than 5,failure,spring
24,student,single,secondary,no,387,no,no,telephone,4,may,more than once,never,never,unknown,spring
23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,once,never,never,unknown,spring
47,blue-collar,married,unknown,no,1044,yes,no,cellular,12,may,more than once,plus 12 months,less than 5,failure,spring
58,blue-collar,married,secondary,no,221,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
33,technician,married,secondary,no,241,yes,no,cellular,13,may,more than once,never,never,unknown,spring
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,once,plus 6 months,less than 5,failure,winter
34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,4,may,more than once,6 months,more than 5,success,spring
42,management,married,tertiary,no,9,yes,no,unknown,15,may,more than once,never,never,unknown,spring
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,once,6 months,less than 5,other,winter
34,technician,single,tertiary,no,1393,yes,no,cellular,15,apr,more than once,plus 6 months,less than 5,success,spring
39,unemployed,divorced,secondary,no,193,yes,no,unknown,15,may,once,never,never,unknown,spring
40,technician,married,tertiary,no,253,yes,no,cellular,14,may,more than once,plus 6 months,less than 5,other,spring
31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,more than once,plus 6 months,less than 5,failure,winter
30,technician,single,secondary,no,2544,no,no,cellular,8,apr,more than once,never,never,unknown,spring
26,management,single,tertiary,no,383,no,no,cellular,6,feb,more than once,never,never,unknown,winter
46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,more than once,plus 6 months,more than 5,failure,spring
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,more than once,never,never,unknown,spring
33,services,married,secondary,no,1078,yes,no,cellular,13,may,more than once,6 months,less than 5,other,spring
36,technician,married,secondary,no,195,yes,no,unknown,8,may,more than once,never,never,unknown,spring
35,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,once,never,never,unknown,spring
26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,once,never,never,unknown,spring
39,technician,married,secondary,no,133,yes,no,cellular,14,may,more than once,plus 6 months,less than 5,other,spring
37,services,married,primary,no,0,yes,no,unknown,26,may,once,never,never,unknown,spring
33,unemployed,single,tertiary,no,4874,no,no,telephone,22,feb,more than once,never,never,unknown,winter
55,technician,divorced,tertiary,no,0,yes,no,unknown,30,may,once,never,never,unknown,spring
32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,more than once,never,never,unknown,spring
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
35,management,single,tertiary,no,1396,yes,no,cellular,13,may,once,plus 6 months,less than 5,failure,spring
29,entrepreneur,married,primary,no,56,yes,yes,unknown,7,may,once,never,never,unknown,spring
27,technician,single,tertiary,no,4003,no,no,cellular,30,apr,once,never,never,unknown,spring
34,management,married,tertiary,no,76,no,no,unknown,8,may,more than once,never,never,unknown,spring
46,management,married,unknown,no,802,yes,no,cellular,30,jan,once,plus 6 months,less than 5,failure,winter
53,management,married,tertiary,no,193,no,no,unknown,14,may,more than once,never,never,unknown,spring
48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,once,never,never,unknown,spring
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,more than once,never,never,unknown,spring
26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,once,never,never,unknown,spring
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,once,never,never,unknown,spring
31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,more than once,6 months,less than 5,failure,spring
28,admin.,single,secondary,no,7,yes,no,cellular,15,may,once,never,never,unknown,spring
42,technician,single,secondary,no,0,yes,no,unknown,6,may,once,never,never,unknown,spring
50,blue-collar,married,primary,no,2212,yes,no,unknown,15,may,once,never,never,unknown,spring
54,retired,married,primary,no,117,no,no,cellular,3,feb,more than once,never,never,unknown,winter
31,technician,single,secondary,no,1819,yes,no,unknown,15,may,more than once,never,never,unknown,spring
29,technician,single,secondary,no,115,no,no,unknown,27,may,once,never,never,unknown,spring
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,more than once,never,never,unknown,spring
46,blue-collar,married,primary,no,252,yes,no,unknown,15,may,more than once,never,never,unknown,spring
32,admin.,single,secondary,no,562,yes,no,unknown,28,may,more than once,never,never,unknown,spring
37,admin.,divorced,secondary,no,3834,yes,no,unknown,21,may,once,never,never,unknown,spring
28,technician,single,tertiary,no,230,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
31,admin.,single,secondary,no,476,no,no,cellular,9,feb,more than once,never,never,unknown,winter
29,technician,single,secondary,no,525,yes,no,cellular,16,apr,more than once,never,never,unknown,spring
42,management,married,tertiary,no,1323,yes,yes,unknown,15,may,more than once,never,never,unknown,spring
55,blue-collar,married,secondary,no,233,yes,no,cellular,5,may,more than once,plus 6 months,less than 5,failure,spring
46,management,married,tertiary,no,11385,no,no,cellular,24,mar,more than once,never,never,unknown,spring
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,more than once,never,never,unknown,winter
59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,once,never,never,unknown,spring
32,self-employed,single,tertiary,no,721,yes,no,cellular,5,may,once,never,never,unknown,spring
37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,once,plus 6 months,less than 5,failure,spring
29,admin.,single,secondary,no,1261,no,no,cellular,5,feb,once,never,never,unknown,winter
34,blue-collar,married,secondary,no,332,no,no,cellular,14,may,more than once,never,never,unknown,spring
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,more than once,plus 6 months,less than 5,failure,spring
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,once,never,never,unknown,spring
38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,once,never,never,unknown,winter
47,blue-collar,married,secondary,no,1794,yes,yes,unknown,30,may,more than once,never,never,unknown,spring
31,blue-collar,married,secondary,no,822,yes,no,unknown,13,may,more than once,never,never,unknown,spring
34,technician,single,secondary,no,2178,yes,no,cellular,26,may,once,never,never,unknown,spring
36,blue-collar,married,secondary,no,222,yes,no,unknown,23,may,once,never,never,unknown,spring
42,admin.,divorced,secondary,no,435,yes,no,unknown,30,may,once,never,never,unknown,spring
58,management,married,tertiary,no,37,no,no,cellular,28,jan,more than once,never,never,unknown,winter
35,technician,married,secondary,no,19,yes,no,unknown,9,may,more than once,never,never,unknown,spring
51,blue-collar,married,primary,no,1194,yes,no,unknown,16,may,more than once,never,never,unknown,spring
37,unemployed,married,secondary,no,63,no,no,cellular,5,feb,once,never,never,unknown,winter
35,blue-collar,divorced,secondary,no,-566,yes,no,cellular,14,may,more than once,plus 6 months,less than 5,failure,spring
37,services,married,secondary,no,405,yes,no,unknown,21,may,more than once,never,never,unknown,spring
34,blue-collar,divorced,secondary,no,1614,yes,no,cellular,15,may,more than once,plus 6 months,less than 5,other,spring
33,self-employed,married,tertiary,no,666,yes,no,cellular,16,apr,once,never,never,unknown,spring
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,more than once,plus 6 months,less than 5,success,spring
58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,more than once,never,never,unknown,spring
52,admin.,divorced,secondary,no,-342,no,no,unknown,19,may,once,never,never,unknown,spring
34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,more than once,never,never,unknown,spring
32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,more than once,never,never,unknown,spring
37,management,single,tertiary,no,1339,yes,no,cellular,13,may,more than once,6 months,less than 5,other,spring
47,technician,married,secondary,no,19,yes,no,unknown,6,may,more than once,never,never,unknown,spring
54,retired,single,secondary,no,515,yes,no,cellular,6,feb,more than once,plus 6 months,less than 5,failure,winter
26,services,married,secondary,no,311,yes,no,unknown,28,may,once,never,never,unknown,spring
42,management,married,tertiary,no,2309,yes,no,unknown,21,may,more than once,never,never,unknown,spring
29,admin.,married,secondary,no,1761,yes,yes,cellular,14,may,once,never,never,unknown,spring
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,more than once,6 months,less than 5,other,spring
34,technician,divorced,tertiary,no,501,yes,no,unknown,19,may,more than once,never,never,unknown,spring
58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,more than once,never,never,unknown,spring
72,retired,married,unknown,no,1940,no,no,telephone,4,dec,more than once,never,never,unknown,winter
20,student,single,unknown,no,8860,no,no,cellular,7,apr,more than once,never,never,unknown,spring
30,technician,married,secondary,no,590,yes,no,unknown,23,may,more than once,never,never,unknown,spring
31,management,married,tertiary,no,0,no,no,unknown,14,may,once,never,never,unknown,spring
34,self-employed,single,tertiary,no,1272,yes,no,cellular,14,may,once,never,never,unknown,spring
39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,more than once,never,never,unknown,spring
38,admin.,married,secondary,no,47,yes,no,cellular,4,may,more than once,never,never,unknown,spring
56,services,divorced,secondary,no,141,yes,no,cellular,11,may,more than once,plus 12 months,less than 5,failure,spring
30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,once,never,never,unknown,spring
26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,more than once,never,never,unknown,spring
35,technician,married,tertiary,no,629,yes,yes,cellular,27,apr,once,never,never,unknown,spring
32,blue-collar,married,primary,no,388,yes,no,cellular,15,apr,more than once,never,never,unknown,spring
52,blue-collar,divorced,secondary,no,306,yes,no,unknown,26,may,more than once,never,never,unknown,spring
49,blue-collar,married,secondary,no,0,yes,no,telephone,11,may,once,never,never,unknown,spring
43,management,married,secondary,no,-26,yes,no,unknown,16,may,once,never,never,unknown,spring
26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,once,never,never,unknown,winter
41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,more than once,never,never,unknown,spring
36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,more than once,never,never,unknown,spring
45,technician,divorced,tertiary,no,378,yes,yes,cellular,13,may,more than once,never,never,unknown,spring
49,admin.,married,secondary,no,82,yes,no,unknown,6,may,once,never,never,unknown,spring
57,management,married,primary,no,1052,yes,no,unknown,13,may,more than once,never,never,unknown,spring
55,management,married,tertiary,no,10065,no,no,unknown,27,may,more than once,never,never,unknown,spring
51,technician,married,tertiary,no,0,no,no,cellular,2,mar,more than once,never,never,unknown,spring
41,unemployed,married,tertiary,no,28,yes,no,cellular,4,feb,more than once,never,never,unknown,winter
54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,once,never,never,unknown,spring
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,more than once,never,never,unknown,spring
30,blue-collar,married,primary,no,70,yes,yes,unknown,8,may,more than once,never,never,unknown,spring
45,blue-collar,divorced,primary,no,1512,yes,no,cellular,9,feb,more than once,never,never,unknown,winter
36,entrepreneur,married,secondary,no,246,yes,no,cellular,18,may,more than once,never,never,unknown,spring
54,technician,divorced,secondary,no,0,yes,no,cellular,28,jan,more than once,never,never,unknown,winter
30,management,single,tertiary,no,29,yes,no,cellular,12,may,once,never,never,unknown,spring
58,retired,married,secondary,no,919,yes,yes,cellular,30,apr,more than once,plus 6 months,less than 5,failure,spring
38,technician,married,tertiary,no,3234,no,no,cellular,8,apr,once,6 months,less than 5,success,spring
32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,more than once,plus 6 months,less than 5,failure,spring
26,management,single,tertiary,no,1370,no,no,cellular,25,mar,once,plus 6 months,less than 5,other,spring
29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,more than once,never,never,unknown,spring
52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,more than once,plus 6 months,less than 5,failure,spring
33,management,married,tertiary,no,956,yes,no,cellular,30,apr,once,never,never,unknown,spring
40,housemaid,divorced,primary,no,2610,yes,no,unknown,14,may,more than once,never,never,unknown,spring
70,retired,married,secondary,no,1024,no,no,cellular,17,apr,once,never,never,unknown,spring
33,blue-collar,married,primary,yes,-542,yes,no,cellular,6,may,more than once,never,never,unknown,spring
56,management,divorced,unknown,no,2986,no,no,cellular,30,apr,once,never,never,unknown,spring
27,management,single,tertiary,yes,0,yes,no,unknown,19,may,once,never,never,unknown,spring
28,technician,single,secondary,no,417,yes,yes,cellular,7,may,more than once,plus 12 months,less than 5,other,spring
55,services,married,secondary,no,617,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
58,retired,married,primary,no,3401,yes,no,cellular,3,feb,more than once,plus 6 months,less than 5,failure,winter
34,blue-collar,single,secondary,no,1599,yes,no,cellular,12,may,more than once,never,never,unknown,spring
33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,once,never,never,unknown,spring
49,services,divorced,secondary,no,0,yes,yes,unknown,5,may,once,never,never,unknown,spring
50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,more than once,never,never,unknown,spring
40,blue-collar,married,secondary,no,59,yes,no,unknown,13,may,once,never,never,unknown,spring
49,blue-collar,married,secondary,no,2159,no,no,cellular,17,apr,once,never,never,unknown,spring
25,blue-collar,single,secondary,no,-392,yes,no,cellular,7,may,once,never,never,unknown,spring
31,technician,single,secondary,no,622,no,no,cellular,4,feb,more than once,never,never,unknown,winter
34,services,divorced,tertiary,no,800,yes,yes,cellular,8,may,more than once,never,never,unknown,spring
52,services,married,secondary,no,961,no,yes,cellular,18,feb,once,plus 12 months,less than 5,failure,winter
37,management,married,tertiary,no,8564,yes,no,cellular,5,may,more than once,plus 6 months,less than 5,failure,spring
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,once,never,never,unknown,spring
56,technician,married,secondary,no,463,no,no,unknown,26,may,more than once,never,never,unknown,spring
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,once,6 months,less than 5,failure,winter
27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,more than once,plus 6 months,less than 5,failure,winter
38,management,divorced,tertiary,no,4335,yes,no,cellular,18,may,more than once,6 months,less than 5,failure,spring
33,admin.,married,secondary,no,-297,yes,no,unknown,27,may,more than once,never,never,unknown,spring
37,management,married,tertiary,no,1813,yes,no,unknown,21,may,more than once,never,never,unknown,spring
47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,more than once,never,never,unknown,winter
45,unemployed,single,secondary,no,382,yes,yes,cellular,18,may,once,never,never,unknown,spring
56,admin.,married,unknown,no,2038,no,no,cellular,8,feb,once,plus 6 months,less than 5,success,winter
29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,once,never,never,unknown,spring
54,management,divorced,secondary,no,300,yes,no,cellular,7,may,once,6 months,less than 5,success,spring
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,more than once,plus 6 months,less than 5,success,winter
33,services,married,secondary,no,317,yes,no,cellular,2,feb,more than once,plus 6 months,less than 5,other,winter
41,management,married,tertiary,no,1897,yes,no,unknown,19,may,more than once,never,never,unknown,spring
31,services,divorced,secondary,no,1222,yes,no,unknown,20,may,once,never,never,unknown,spring
24,blue-collar,single,secondary,no,117,yes,yes,unknown,12,may,once,never,never,unknown,spring
32,unemployed,single,secondary,no,71,no,no,cellular,28,jan,once,never,never,unknown,winter
34,services,married,primary,no,1042,yes,no,unknown,20,may,once,never,never,unknown,spring
39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,once,never,never,unknown,spring
44,management,married,primary,no,294,no,no,cellular,16,apr,more than once,never,never,unknown,spring
42,unemployed,married,secondary,no,1990,yes,yes,unknown,19,may,once,never,never,unknown,spring
31,technician,married,secondary,no,4,no,no,unknown,20,may,more than once,never,never,unknown,spring
45,blue-collar,married,primary,no,246,yes,no,unknown,14,may,once,never,never,unknown,spring
49,technician,married,secondary,no,905,no,no,cellular,21,dec,more than once,6 months,less than 5,failure,winter
50,blue-collar,married,primary,no,40,yes,no,unknown,8,may,once,never,never,unknown,spring
36,entrepreneur,married,tertiary,no,1722,yes,no,unknown,7,may,more than once,never,never,unknown,spring
46,technician,divorced,tertiary,no,288,yes,no,unknown,9,may,once,never,never,unknown,spring
27,technician,single,secondary,no,235,yes,no,cellular,12,may,more than once,never,never,unknown,spring
57,retired,married,tertiary,no,1180,yes,yes,unknown,14,may,more than once,never,never,unknown,spring
55,technician,married,secondary,no,956,yes,yes,cellular,5,feb,more than once,never,never,unknown,winter
30,management,married,tertiary,no,8623,no,no,cellular,8,apr,more than once,never,never,unknown,spring
37,technician,married,tertiary,no,88,no,no,cellular,6,may,once,6 months,less than 5,other,spring
47,services,married,secondary,no,-288,no,no,unknown,19,may,more than once,never,never,unknown,spring
33,technician,single,secondary,no,513,yes,no,unknown,9,may,more than once,never,never,unknown,spring
33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,more than once,never,never,unknown,spring
45,technician,married,unknown,no,473,yes,no,unknown,27,may,once,never,never,unknown,spring
52,services,married,secondary,no,3241,yes,no,unknown,13,may,once,never,never,unknown,spring
33,technician,single,tertiary,no,258,no,no,cellular,12,mar,more than once,never,never,unknown,spring
39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,once,never,never,unknown,spring
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,more than once,never,never,unknown,spring
32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,once,never,never,unknown,spring
47,services,divorced,secondary,no,201,yes,no,unknown,6,may,more than once,never,never,unknown,spring
47,management,married,secondary,no,5012,yes,no,cellular,16,apr,more than once,never,never,unknown,spring
38,management,single,tertiary,no,2368,yes,no,cellular,18,may,more than once,never,never,unknown,spring
38,housemaid,married,secondary,no,1372,yes,yes,unknown,15,may,once,never,never,unknown,spring
33,blue-collar,married,primary,no,80,yes,no,cellular,18,may,once,never,never,unknown,spring
48,services,married,secondary,no,651,no,yes,cellular,28,jan,once,plus 6 months,less than 5,failure,winter
50,blue-collar,married,secondary,no,1400,yes,no,cellular,11,may,once,never,never,unknown,spring
45,blue-collar,married,secondary,no,247,yes,no,cellular,8,may,once,never,never,unknown,spring
42,management,married,secondary,no,275,yes,no,cellular,6,may,more than once,never,never,unknown,spring
25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,once,never,never,unknown,spring
45,management,divorced,tertiary,no,-901,yes,no,unknown,26,may,more than once,never,never,unknown,spring
54,management,divorced,tertiary,no,55,yes,no,cellular,27,may,more than once,never,never,unknown,spring
30,management,single,tertiary,no,220,yes,no,cellular,4,may,more than once,never,never,unknown,spring
30,management,single,tertiary,no,2017,yes,no,cellular,18,may,more than once,never,never,unknown,spring
46,services,married,secondary,no,-119,yes,no,cellular,15,may,more than once,plus 6 months,less than 5,failure,spring
55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,more than once,never,never,unknown,spring
50,management,married,primary,no,478,no,no,unknown,13,may,more than once,never,never,unknown,spring
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,more than once,never,never,unknown,spring
45,blue-collar,married,primary,no,970,yes,no,unknown,19,may,more than once,never,never,unknown,spring
44,technician,divorced,secondary,no,752,yes,no,unknown,30,may,more than once,never,never,unknown,spring
41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,once,plus 6 months,less than 5,failure,winter
22,blue-collar,single,secondary,no,104,yes,no,cellular,17,apr,once,plus 6 months,less than 5,other,spring
59,management,married,tertiary,no,138,yes,yes,cellular,13,may,once,plus 6 months,less than 5,failure,spring
57,management,married,secondary,no,3381,yes,no,unknown,15,may,once,never,never,unknown,spring
53,technician,married,secondary,no,4807,no,no,telephone,19,feb,more than once,never,never,unknown,winter
31,services,single,secondary,no,1709,no,yes,telephone,28,jan,more than once,never,never,unknown,winter
53,services,married,secondary,no,2719,yes,no,unknown,30,may,more than once,never,never,unknown,spring
28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,more than once,never,never,unknown,spring
41,admin.,divorced,secondary,no,322,yes,no,unknown,6,may,more than once,never,never,unknown,spring
35,self-employed,single,primary,no,181,yes,no,unknown,15,may,more than once,never,never,unknown,spring
32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,once,never,never,unknown,spring
46,technician,married,secondary,no,317,yes,yes,unknown,28,may,once,never,never,unknown,spring
34,services,divorced,secondary,no,-258,yes,no,cellular,5,may,once,never,never,unknown,spring
43,blue-collar,married,unknown,no,245,yes,no,cellular,16,apr,once,never,never,unknown,spring
54,retired,married,secondary,no,785,yes,no,unknown,9,may,more than once,never,never,unknown,spring
56,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,more than once,never,never,unknown,winter
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,once,plus 6 months,less than 5,failure,spring
29,management,single,tertiary,no,368,yes,no,unknown,23,may,once,never,never,unknown,spring
45,management,married,tertiary,no,523,yes,no,unknown,5,may,more than once,never,never,unknown,spring
40,management,married,tertiary,no,285,yes,no,cellular,6,apr,once,plus 6 months,less than 5,success,spring
33,services,married,secondary,no,0,yes,no,unknown,5,may,once,never,never,unknown,spring
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,once,6 months,less than 5,failure,spring
31,services,single,secondary,no,374,no,no,telephone,28,jan,more than once,never,never,unknown,winter
49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,once,never,never,unknown,spring
34,blue-collar,married,secondary,no,225,yes,no,unknown,28,may,more than once,never,never,unknown,spring
54,admin.,divorced,secondary,no,-394,yes,no,cellular,15,may,more than once,plus 6 months,less than 5,failure,spring
31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,once,never,never,unknown,winter
45,technician,married,secondary,no,59,yes,no,unknown,29,may,more than once,never,never,unknown,spring
53,management,married,tertiary,no,1624,no,no,cellular,5,feb,more than once,never,never,unknown,winter
56,housemaid,divorced,secondary,no,0,no,no,unknown,15,may,once,never,never,unknown,spring
33,admin.,single,secondary,no,1613,yes,no,unknown,14,may,once,never,never,unknown,spring
30,self-employed,married,tertiary,no,227,yes,yes,unknown,12,may,more than once,never,never,unknown,spring
34,services,divorced,secondary,no,78,yes,no,unknown,7,may,more than once,never,never,unknown,spring
29,technician,single,secondary,no,-2,yes,yes,cellular,18,may,more than once,never,never,unknown,spring
43,services,married,secondary,no,488,yes,no,telephone,6,feb,more than once,never,never,unknown,winter
31,services,single,secondary,no,0,yes,no,unknown,26,may,more than once,never,never,unknown,spring
37,services,married,secondary,no,4017,no,no,cellular,30,apr,more than once,plus 6 months,less than 5,success,spring
37,admin.,married,secondary,no,190,yes,no,unknown,5,may,more than once,never,never,unknown,spring
54,retired,married,secondary,no,2626,no,no,unknown,13,may,more than once,never,never,unknown,spring
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,more than once,never,never,unknown,spring
38,management,single,tertiary,no,1819,no,no,cellular,5,feb,more than once,never,never,unknown,winter
31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,more than once,plus 6 months,more than 5,failure,spring
39,technician,married,secondary,no,597,yes,no,unknown,21,may,more than once,never,never,unknown,spring
28,admin.,single,secondary,no,-215,yes,no,cellular,15,may,once,plus 6 months,less than 5,failure,spring
23,technician,single,secondary,no,632,yes,no,cellular,5,may,once,never,never,unknown,spring
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,more than once,plus 12 months,less than 5,other,spring
52,blue-collar,married,secondary,no,2231,yes,yes,unknown,19,may,more than once,never,never,unknown,spring
56,blue-collar,married,primary,no,1399,yes,no,unknown,12,may,more than once,never,never,unknown,spring
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,once,never,never,unknown,spring
34,services,married,secondary,no,404,yes,no,cellular,9,apr,more than once,plus 6 months,less than 5,failure,spring
28,blue-collar,single,secondary,no,1364,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
37,blue-collar,married,primary,no,345,yes,no,cellular,29,jan,once,plus 6 months,less than 5,failure,winter
38,blue-collar,married,secondary,no,22,yes,yes,unknown,7,may,more than once,never,never,unknown,spring
38,management,married,tertiary,no,1276,no,no,cellular,17,may,more than once,plus 6 months,less than 5,success,spring
42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,more than once,never,never,unknown,spring
48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,once,never,never,unknown,spring
61,management,married,tertiary,no,0,yes,no,cellular,15,apr,once,never,never,unknown,spring
43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,more than once,plus 12 months,less than 5,failure,spring
39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,may,once,never,never,unknown,spring
32,self-employed,married,primary,no,1074,yes,no,cellular,17,apr,once,plus 6 months,less than 5,failure,spring
24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,more than once,never,never,unknown,spring
40,services,single,secondary,no,65,yes,no,cellular,15,may,more than once,never,never,unknown,spring
55,blue-collar,single,primary,no,39,yes,no,unknown,26,may,more than once,never,never,unknown,spring
42,self-employed,married,tertiary,no,596,yes,no,unknown,19,may,more than once,never,never,unknown,spring
47,unemployed,married,secondary,no,955,yes,no,unknown,13,may,once,never,never,unknown,spring
41,admin.,single,secondary,no,669,yes,no,cellular,16,apr,more than once,never,never,unknown,spring
59,technician,married,primary,no,3163,yes,no,unknown,29,may,more than once,never,never,unknown,spring
32,management,single,tertiary,no,1962,no,no,cellular,13,jan,once,never,never,unknown,winter
36,management,married,tertiary,no,502,yes,no,unknown,21,may,once,never,never,unknown,spring
30,services,married,secondary,no,-111,yes,no,cellular,5,may,once,never,never,unknown,spring
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,may,more than once,never,never,unknown,spring
29,services,married,secondary,no,1135,yes,no,cellular,17,feb,once,never,never,unknown,winter
42,admin.,single,secondary,no,664,yes,no,cellular,13,may,once,never,never,unknown,spring
27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,once,never,never,unknown,spring
46,services,married,secondary,no,1757,yes,no,unknown,14,may,more than once,never,never,unknown,spring
43,blue-collar,married,primary,no,1,yes,yes,cellular,14,may,more than once,never,never,unknown,spring
58,retired,married,secondary,no,-205,yes,no,unknown,23,may,more than once,never,never,unknown,spring
31,management,single,tertiary,no,2480,no,no,cellular,4,may,more than once,never,never,unknown,spring
36,admin.,married,secondary,no,0,no,no,unknown,26,may,once,never,never,unknown,spring
24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,more than once,never,never,unknown,spring
28,blue-collar,married,secondary,no,1687,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
30,blue-collar,single,secondary,no,130,no,no,telephone,5,dec,once,never,never,unknown,winter
